Age,Gender,City_Tier,Occupation,Income,Shopping_Frequency,Last_Purchase,Categories,Purchase_Influence,Browsing_Time,Cart_Abandonment,Habit_Type,Pre_Purchase_Action,Decision_Style,Mood,Mood_Impact,Emotional_Frequency,Impulse_Behavior,Stress_Purchases,Happy_Purchases,Shopping_Time,Shopping_Situations,Product_Combinations,Hesitation,Tradeoff,Priority,Value_Perception,Post_Purchase_Feeling,Privacy_Comfort,Data_Concern,AI_Trust,Monthly_Spend,Willingness_To_Spend_More,Interest_in_MoodCart
18-24,Female,Tier 2,Business Owner,50k-1L,Daily,>1 Month,Electronics|Wellness|Home Decor,Brand,<5,Never,Mostly Planned,Buy Immediately,Emotional,Happy,Sometimes,Very Often,Sometimes,Fashion,Snacks,Afternoon,Weekends,Gadgets+Accessories|Clothing+Accessories|Snacks+Beverages,Delivery Issues,Quality,Delivery,Recommendation,Happy,Very Comfortable,Irrelevant Recommendations,High,11872,No,No
25-34,Female,Tier 3,Homemaker,>1L,Daily,This Month,Snacks|Wellness,Discounts,30+,Rarely,Somewhat Planned,Compare Prices,Logical,Happy,Yes,Very Often,Often,Electronics|Fashion|Snacks,Home Decor,Late Night,Weekends|Salary|Stress,Gadgets+Accessories|Clothing+Accessories|Books+Coffee,Too Many Options,Delivery,Price,Emotional Satisfaction,Neutral,Somewhat Comfortable,No Concerns,High,13747,Maybe,No
25-34,Female,Tier 2,Working Professional,20k-50k,Monthly,Today,Electronics|Wellness|Snacks,Price,5-15,Often,Habitual,Modify Cart,Emotional,Neutral,Sometimes,Very Often,Never,Snacks|Wellness|Fashion,Home Decor,Late Night,Festivals|Stress,Books+Coffee|Clothing+Accessories|Snacks+Beverages,Delivery Issues,Brand,Price,Quality,Satisfied,Very Comfortable,Irrelevant Recommendations,High,4149,Maybe,Yes
18-24,Prefer not to say,Tier 1,Homemaker,<20k,Monthly,Today,Wellness|Home Decor|Fashion,Recommendations,15-30,Rarely,Mostly Planned,Compare Prices,Logical,Sad,No,Rarely,Sometimes,Snacks,Wellness,Late Night,Stress|Salary,Gadgets+Accessories|Candles+Oils|Snacks+Beverages,Delivery Issues,Quality,Personalization,Discount,Regretful,Not Comfortable,Irrelevant Recommendations,Medium,1085,Yes,Maybe
18-24,Male,Tier 1,Business Owner,<20k,Monthly,This Week,Snacks,Discounts,5-15,Sometimes,Somewhat Planned,Check Reviews,Logical,Sad,Yes,Very Often,Often,Electronics,Home Decor,Afternoon,Stress,Gadgets+Accessories|Candles+Oils,Too Many Options,Price,Price,Discount,Happy,Very Comfortable,Privacy,Low,4351,Yes,Maybe
Under 18,Female,Tier 2,Other,50k-1L,Rarely,>1 Month,Fashion,Price,30+,Rarely,Somewhat Planned,Compare Prices,Mixed,Sad,Yes,Sometimes,Never,Home Decor|Fashion|Electronics,Home Decor,Late Night,Stress|Festivals,Books+Coffee,Low Trust,Price,Delivery,Discount,Neutral,Not Comfortable,Privacy,Medium,9136,Yes,Yes
25-34,Male,Tier 1,Other,50k-1L,Monthly,Today,Wellness,Recommendations,30+,Never,Habitual,Check Reviews,Mixed,Bored,Sometimes,Very Often,Often,Home Decor|Snacks,Fashion,Evening,Sales|Weekends|Stress,Candles+Oils|Clothing+Accessories,Low Trust,Brand,Personalization,Recommendation,Happy,Very Comfortable,Privacy,High,12101,Maybe,Maybe
18-24,Male,Tier 1,Other,20k-50k,Weekly,This Week,Fashion|Home Decor|Snacks,Price,15-30,Never,Rare,Compare Prices,Mixed,Bored,Yes,Very Often,Sometimes,Home Decor,Home Decor,Late Night,Weekends,Candles+Oils,High Price,Price,Personalization,Quality,Neutral,Not Comfortable,Privacy,High,4701,Yes,Yes
45+,Female,Tier 1,Homemaker,20k-50k,Daily,This Month,Snacks,Reviews,15-30,Rarely,Mostly Planned,Buy Immediately,Mixed,Bored,Yes,Very Often,Sometimes,Snacks|Home Decor|Electronics,Snacks,Morning,Sales|Stress,Gadgets+Accessories|Books+Coffee,Delivery Issues,Delivery,Delivery,Emotional Satisfaction,Neutral,Not Comfortable,Privacy,Low,5860,Maybe,No
Under 18,Female,Tier 1,Homemaker,20k-50k,Rarely,Today,Electronics|Home Decor|Fashion,Brand,<5,Often,Rare,Check Reviews,Mixed,Neutral,Yes,Never,Often,Home Decor|Electronics,Home Decor,Afternoon,Festivals|Weekends,Clothing+Accessories|Books+Coffee,Too Many Options,Brand,Personalization,Discount,Regretful,Not Comfortable,Misuse,Medium,7207,Maybe,Yes
45+,Prefer not to say,Tier 1,Other,20k-50k,Weekly,Today,Snacks,Discounts,15-30,Sometimes,Rare,Buy Immediately,Mixed,Bored,No,Rarely,Never,Snacks|Home Decor|Electronics,Fashion,Late Night,Salary,Gadgets+Accessories|Snacks+Beverages,Delivery Issues,Price,Personalization,Recommendation,Guilty,Not Comfortable,Misuse,Medium,2108,Yes,No
45+,Prefer not to say,Tier 1,Student,20k-50k,Daily,This Week,Electronics,Discounts,15-30,Never,Somewhat Planned,Buy Immediately,Mixed,Happy,Yes,Sometimes,Rarely,Fashion,Home Decor,Afternoon,Sales,Snacks+Beverages,Just Browsing,Quality,Quality,Emotional Satisfaction,Happy,Very Comfortable,No Concerns,Medium,4391,Yes,No
Under 18,Prefer not to say,Tier 2,Working Professional,<20k,Monthly,This Month,Electronics|Fashion|Home Decor,Price,<5,Sometimes,Mostly Planned,Check Reviews,Logical,Sad,Yes,Rarely,Sometimes,Fashion|Snacks,Fashion,Evening,Festivals|Salary,Books+Coffee,Too Many Options,Price,Personalization,Discount,Regretful,Very Comfortable,Privacy,Low,200,Yes,No
45+,Male,Tier 1,Working Professional,>1L,Weekly,>1 Month,Electronics,Price,5-15,Rarely,Habitual,Modify Cart,Mixed,Bored,Yes,Very Often,Rarely,Wellness|Home Decor,Home Decor,Late Night,Stress|Weekends,Gadgets+Accessories,Just Browsing,Personalization,Price,Emotional Satisfaction,Guilty,Very Comfortable,No Concerns,Low,13630,Yes,Maybe
35-44,Female,Tier 2,Business Owner,<20k,Monthly,This Week,Electronics|Fashion,Price,<5,Never,Rare,Modify Cart,Logical,Neutral,Yes,Sometimes,Never,Snacks|Home Decor,Electronics,Morning,Weekends,Clothing+Accessories,Delivery Issues,Delivery,Personalization,Recommendation,Guilty,Very Comfortable,Privacy,Low,209,Yes,Maybe
45+,Prefer not to say,Tier 1,Other,20k-50k,Daily,This Month,Fashion|Snacks,Recommendations,15-30,Rarely,Somewhat Planned,Compare Prices,Emotional,Bored,Sometimes,Sometimes,Often,Wellness|Home Decor,Snacks,Late Night,Festivals,Clothing+Accessories|Snacks+Beverages|Gadgets+Accessories,High Price,Quality,Price,Quality,Happy,Very Comfortable,Irrelevant Recommendations,High,9067,Yes,Yes
25-34,Male,Tier 2,Student,>1L,Rarely,Today,Fashion|Snacks|Home Decor,Brand,15-30,Never,Habitual,Buy Immediately,Mixed,Happy,Sometimes,Very Often,Often,Electronics|Snacks|Home Decor,Home Decor,Morning,Weekends|Sales,Snacks+Beverages|Candles+Oils|Clothing+Accessories,High Price,Quality,Delivery,Recommendation,Satisfied,Somewhat Comfortable,Privacy,High,17729,Yes,Maybe
45+,Male,Tier 1,Business Owner,50k-1L,Rarely,>1 Month,Electronics|Home Decor,Discounts,<5,Often,Habitual,Compare Prices,Emotional,Neutral,Yes,Never,Never,Electronics|Snacks|Wellness,Home Decor,Morning,Festivals,Books+Coffee|Clothing+Accessories,High Price,Brand,Brand,Quality,Regretful,Very Comfortable,No Concerns,Low,15507,Maybe,Maybe
18-24,Male,Tier 3,Homemaker,20k-50k,Rarely,This Week,Fashion|Home Decor,Recommendations,15-30,Often,Rare,Compare Prices,Logical,Happy,Yes,Rarely,Sometimes,Home Decor,Fashion,Late Night,Festivals|Weekends|Salary,Snacks+Beverages,Delivery Issues,Delivery,Personalization,Recommendation,Happy,Not Comfortable,Misuse,Low,5342,Maybe,No
45+,Prefer not to say,Tier 1,Business Owner,>1L,Daily,>1 Month,Wellness|Snacks,Recommendations,5-15,Often,Rare,Compare Prices,Logical,Bored,No,Very Often,Rarely,Home Decor|Snacks|Wellness,Wellness,Evening,Salary|Sales,Snacks+Beverages,Too Many Options,Quality,Price,Discount,Happy,Very Comfortable,No Concerns,High,29031,Yes,No
25-34,Prefer not to say,Tier 2,Business Owner,50k-1L,Monthly,Today,Snacks|Wellness,Brand,5-15,Sometimes,Mostly Planned,Buy Immediately,Mixed,Happy,Yes,Very Often,Sometimes,Wellness|Electronics|Snacks,Home Decor,Late Night,Festivals|Weekends,Gadgets+Accessories,Low Trust,Personalization,Brand,Emotional Satisfaction,Guilty,Very Comfortable,Irrelevant Recommendations,Low,3972,Maybe,Maybe
18-24,Female,Tier 2,Working Professional,20k-50k,Weekly,>1 Month,Snacks,Recommendations,15-30,Sometimes,Rare,Buy Immediately,Mixed,Happy,Yes,Never,Often,Wellness|Snacks|Fashion,Wellness,Evening,Festivals|Weekends|Sales,Books+Coffee|Gadgets+Accessories|Clothing+Accessories,Delivery Issues,Brand,Quality,Quality,Guilty,Somewhat Comfortable,No Concerns,High,5728,Maybe,Yes
35-44,Male,Tier 2,Homemaker,<20k,Daily,This Week,Home Decor|Snacks|Electronics,Price,30+,Rarely,Rare,Compare Prices,Logical,Happy,Yes,Rarely,Rarely,Electronics|Fashion,Electronics,Evening,Stress|Salary|Festivals,Candles+Oils|Books+Coffee|Clothing+Accessories,Delivery Issues,Delivery,Delivery,Quality,Guilty,Somewhat Comfortable,Privacy,Medium,1452,Maybe,Maybe
35-44,Prefer not to say,Tier 3,Homemaker,<20k,Weekly,This Month,Wellness|Snacks|Electronics,Recommendations,5-15,Rarely,Rare,Compare Prices,Mixed,Sad,No,Rarely,Never,Wellness|Electronics|Home Decor,Home Decor,Morning,Salary|Festivals|Stress,Snacks+Beverages,Delivery Issues,Brand,Quality,Emotional Satisfaction,Guilty,Very Comfortable,No Concerns,Medium,1449,Yes,Yes
45+,Female,Tier 1,Student,>1L,Weekly,This Month,Wellness|Electronics|Snacks,Brand,5-15,Sometimes,Rare,Compare Prices,Mixed,Happy,No,Rarely,Often,Fashion,Electronics,Afternoon,Stress|Festivals,Candles+Oils|Gadgets+Accessories|Books+Coffee,Low Trust,Personalization,Quality,Recommendation,Guilty,Very Comfortable,No Concerns,Medium,8415,Yes,Yes
18-24,Prefer not to say,Tier 2,Working Professional,>1L,Rarely,This Month,Snacks,Reviews,30+,Often,Mostly Planned,Compare Prices,Logical,Sad,Yes,Never,Rarely,Snacks|Fashion|Wellness,Snacks,Evening,Sales|Stress,Books+Coffee,Too Many Options,Price,Price,Recommendation,Regretful,Very Comfortable,No Concerns,High,24644,Yes,Yes
18-24,Prefer not to say,Tier 1,Homemaker,50k-1L,Weekly,Today,Snacks|Wellness,Brand,<5,Sometimes,Habitual,Check Reviews,Emotional,Neutral,Sometimes,Rarely,Often,Home Decor,Snacks,Afternoon,Sales,Candles+Oils|Snacks+Beverages,Low Trust,Price,Delivery,Emotional Satisfaction,Happy,Somewhat Comfortable,Privacy,Medium,7998,Yes,No
45+,Male,Tier 3,Other,<20k,Rarely,Today,Wellness,Brand,30+,Often,Rare,Modify Cart,Emotional,Sad,Yes,Very Often,Never,Home Decor|Snacks|Fashion,Home Decor,Late Night,Sales|Salary,Clothing+Accessories,High Price,Personalization,Quality,Recommendation,Satisfied,Somewhat Comfortable,No Concerns,Low,3711,No,No
35-44,Female,Tier 1,Student,50k-1L,Weekly,>1 Month,Home Decor|Electronics|Fashion,Brand,<5,Rarely,Rare,Check Reviews,Mixed,Neutral,Yes,Sometimes,Rarely,Home Decor|Electronics,Fashion,Afternoon,Sales|Festivals,Clothing+Accessories,Just Browsing,Brand,Brand,Recommendation,Regretful,Somewhat Comfortable,No Concerns,High,6965,No,No
Under 18,Male,Tier 3,Other,20k-50k,Daily,Today,Fashion,Brand,15-30,Often,Mostly Planned,Buy Immediately,Logical,Happy,Yes,Very Often,Sometimes,Fashion,Snacks,Late Night,Festivals|Weekends|Stress,Snacks+Beverages|Books+Coffee,High Price,Personalization,Quality,Emotional Satisfaction,Regretful,Very Comfortable,Irrelevant Recommendations,High,5152,Maybe,No
25-34,Female,Tier 1,Student,>1L,Monthly,This Month,Fashion|Home Decor|Wellness,Recommendations,5-15,Often,Somewhat Planned,Compare Prices,Mixed,Stressed,No,Rarely,Never,Wellness,Electronics,Afternoon,Sales,Snacks+Beverages,Delivery Issues,Quality,Personalization,Quality,Neutral,Somewhat Comfortable,Misuse,Medium,21699,No,Yes
45+,Male,Tier 2,Business Owner,<20k,Weekly,This Week,Electronics|Fashion,Discounts,5-15,Rarely,Mostly Planned,Compare Prices,Logical,Happy,Yes,Very Often,Rarely,Electronics,Wellness,Afternoon,Weekends|Festivals|Salary,Snacks+Beverages,Low Trust,Quality,Quality,Emotional Satisfaction,Satisfied,Somewhat Comfortable,Misuse,Medium,3641,Yes,Maybe
35-44,Male,Tier 2,Business Owner,20k-50k,Monthly,Today,Snacks|Fashion,Discounts,5-15,Rarely,Rare,Modify Cart,Emotional,Bored,Sometimes,Very Often,Never,Home Decor,Fashion,Evening,Salary|Stress|Weekends,Snacks+Beverages|Gadgets+Accessories,Too Many Options,Quality,Price,Recommendation,Satisfied,Not Comfortable,No Concerns,Medium,8208,Yes,Maybe
45+,Female,Tier 2,Business Owner,<20k,Monthly,Today,Home Decor|Fashion,Discounts,30+,Never,Mostly Planned,Buy Immediately,Mixed,Sad,Sometimes,Never,Rarely,Home Decor,Home Decor,Late Night,Stress|Sales,Books+Coffee|Clothing+Accessories|Candles+Oils,High Price,Brand,Quality,Recommendation,Happy,Somewhat Comfortable,No Concerns,High,2697,Yes,Maybe
35-44,Prefer not to say,Tier 1,Other,<20k,Rarely,Today,Snacks,Price,5-15,Sometimes,Mostly Planned,Check Reviews,Mixed,Stressed,Sometimes,Sometimes,Sometimes,Home Decor|Electronics|Snacks,Snacks,Evening,Salary|Sales,Gadgets+Accessories|Clothing+Accessories|Candles+Oils,High Price,Personalization,Price,Emotional Satisfaction,Happy,Very Comfortable,Privacy,Low,2403,Yes,No
35-44,Female,Tier 3,Other,50k-1L,Daily,This Month,Snacks,Discounts,<5,Often,Somewhat Planned,Compare Prices,Emotional,Neutral,No,Rarely,Rarely,Fashion,Home Decor,Morning,Salary|Sales|Stress,Gadgets+Accessories|Books+Coffee|Clothing+Accessories,Just Browsing,Brand,Price,Recommendation,Happy,Somewhat Comfortable,Irrelevant Recommendations,Medium,3128,No,Yes
25-34,Prefer not to say,Tier 3,Working Professional,50k-1L,Rarely,>1 Month,Home Decor|Fashion,Reviews,5-15,Sometimes,Mostly Planned,Buy Immediately,Logical,Sad,Sometimes,Very Often,Sometimes,Snacks|Fashion,Home Decor,Late Night,Salary|Stress,Candles+Oils|Clothing+Accessories|Books+Coffee,Too Many Options,Quality,Delivery,Recommendation,Neutral,Not Comfortable,Privacy,High,10826,No,No
45+,Prefer not to say,Tier 3,Working Professional,20k-50k,Weekly,This Week,Fashion|Snacks,Recommendations,15-30,Often,Rare,Compare Prices,Emotional,Sad,No,Rarely,Often,Electronics,Wellness,Late Night,Weekends,Gadgets+Accessories|Clothing+Accessories,High Price,Personalization,Price,Quality,Satisfied,Very Comfortable,Misuse,High,5989,Yes,Yes
35-44,Prefer not to say,Tier 3,Working Professional,50k-1L,Daily,Today,Snacks,Brand,5-15,Rarely,Somewhat Planned,Compare Prices,Logical,Sad,Sometimes,Rarely,Rarely,Snacks|Electronics,Fashion,Evening,Stress|Festivals|Salary,Books+Coffee|Gadgets+Accessories|Candles+Oils,Too Many Options,Brand,Quality,Discount,Regretful,Somewhat Comfortable,Misuse,High,5766,No,No
18-24,Female,Tier 1,Student,50k-1L,Weekly,This Week,Electronics,Brand,5-15,Often,Mostly Planned,Compare Prices,Logical,Sad,No,Sometimes,Often,Fashion|Snacks|Wellness,Home Decor,Late Night,Salary|Sales,Gadgets+Accessories,Too Many Options,Price,Personalization,Discount,Regretful,Not Comfortable,Irrelevant Recommendations,Medium,7046,Yes,Yes
Under 18,Male,Tier 3,Working Professional,50k-1L,Rarely,Today,Snacks|Home Decor,Recommendations,30+,Rarely,Somewhat Planned,Compare Prices,Emotional,Neutral,Yes,Very Often,Never,Snacks|Fashion|Electronics,Electronics,Late Night,Sales,Books+Coffee,Delivery Issues,Delivery,Personalization,Discount,Happy,Not Comfortable,Misuse,Medium,7201,Yes,No
35-44,Male,Tier 3,Working Professional,20k-50k,Weekly,This Week,Wellness|Fashion,Brand,30+,Sometimes,Habitual,Buy Immediately,Mixed,Neutral,No,Never,Often,Wellness|Electronics,Home Decor,Morning,Weekends|Stress|Festivals,Clothing+Accessories,Just Browsing,Brand,Quality,Quality,Regretful,Somewhat Comfortable,Irrelevant Recommendations,Medium,5531,Yes,No
25-34,Prefer not to say,Tier 3,Working Professional,>1L,Weekly,>1 Month,Home Decor,Discounts,5-15,Rarely,Rare,Buy Immediately,Logical,Stressed,Yes,Sometimes,Often,Home Decor|Fashion,Snacks,Evening,Sales|Weekends|Salary,Snacks+Beverages|Books+Coffee|Gadgets+Accessories,Low Trust,Personalization,Quality,Quality,Satisfied,Not Comfortable,No Concerns,Low,21198,Yes,Maybe
35-44,Prefer not to say,Tier 2,Working Professional,>1L,Monthly,Today,Home Decor,Discounts,15-30,Rarely,Rare,Check Reviews,Logical,Stressed,No,Rarely,Sometimes,Fashion|Electronics,Snacks,Evening,Sales,Candles+Oils,High Price,Delivery,Quality,Discount,Guilty,Very Comfortable,Misuse,High,12032,Maybe,Maybe
35-44,Male,Tier 3,Student,20k-50k,Daily,This Month,Fashion|Electronics|Snacks,Reviews,<5,Often,Mostly Planned,Check Reviews,Mixed,Stressed,Yes,Never,Often,Snacks,Snacks,Afternoon,Sales|Stress,Books+Coffee|Candles+Oils,Too Many Options,Price,Quality,Discount,Satisfied,Very Comfortable,Privacy,Low,2243,Yes,No
25-34,Prefer not to say,Tier 3,Other,<20k,Monthly,This Month,Snacks,Price,<5,Rarely,Mostly Planned,Modify Cart,Logical,Neutral,Sometimes,Very Often,Often,Fashion,Wellness,Evening,Weekends,Clothing+Accessories,Delivery Issues,Price,Price,Recommendation,Happy,Not Comfortable,No Concerns,Medium,2004,Yes,Yes
25-34,Male,Tier 2,Other,>1L,Weekly,This Week,Fashion,Price,<5,Rarely,Habitual,Compare Prices,Logical,Bored,Sometimes,Never,Often,Wellness|Electronics|Home Decor,Wellness,Evening,Stress|Weekends|Sales,Gadgets+Accessories|Candles+Oils|Books+Coffee,Low Trust,Quality,Brand,Recommendation,Happy,Not Comfortable,Irrelevant Recommendations,Medium,26379,Yes,Maybe
25-34,Prefer not to say,Tier 2,Student,50k-1L,Weekly,>1 Month,Wellness|Fashion,Discounts,15-30,Often,Somewhat Planned,Check Reviews,Emotional,Stressed,Yes,Never,Sometimes,Snacks|Electronics,Snacks,Late Night,Stress,Clothing+Accessories,Too Many Options,Quality,Personalization,Discount,Happy,Not Comfortable,Irrelevant Recommendations,Low,13412,Yes,Maybe
Under 18,Male,Tier 3,Student,20k-50k,Weekly,>1 Month,Wellness,Brand,<5,Often,Rare,Compare Prices,Emotional,Sad,Yes,Sometimes,Often,Snacks|Wellness|Fashion,Fashion,Morning,Festivals|Stress|Salary,Books+Coffee|Snacks+Beverages,High Price,Brand,Brand,Emotional Satisfaction,Guilty,Very Comfortable,Misuse,Low,1274,Yes,Maybe
25-34,Male,Tier 3,Business Owner,20k-50k,Rarely,Today,Snacks|Wellness|Fashion,Discounts,30+,Never,Habitual,Check Reviews,Logical,Happy,Yes,Sometimes,Sometimes,Snacks,Home Decor,Afternoon,Sales|Salary|Stress,Candles+Oils,Low Trust,Delivery,Personalization,Emotional Satisfaction,Regretful,Very Comfortable,Privacy,Medium,4411,Maybe,No
35-44,Female,Tier 1,Student,20k-50k,Rarely,Today,Home Decor|Fashion|Wellness,Brand,<5,Rarely,Somewhat Planned,Modify Cart,Logical,Sad,Sometimes,Very Often,Never,Fashion,Electronics,Morning,Stress,Books+Coffee|Candles+Oils,High Price,Delivery,Delivery,Quality,Regretful,Very Comfortable,Privacy,Low,9014,No,Maybe
35-44,Male,Tier 2,Working Professional,20k-50k,Monthly,This Week,Electronics|Snacks,Price,5-15,Never,Rare,Modify Cart,Emotional,Sad,No,Very Often,Sometimes,Wellness|Snacks,Home Decor,Morning,Sales|Stress|Weekends,Clothing+Accessories|Books+Coffee|Candles+Oils,Low Trust,Delivery,Brand,Emotional Satisfaction,Guilty,Very Comfortable,No Concerns,Medium,5446,No,Maybe
Under 18,Male,Tier 1,Other,50k-1L,Weekly,This Month,Snacks|Fashion|Home Decor,Recommendations,<5,Never,Habitual,Check Reviews,Mixed,Sad,Sometimes,Rarely,Rarely,Snacks|Home Decor,Snacks,Morning,Salary,Candles+Oils|Gadgets+Accessories|Books+Coffee,High Price,Delivery,Price,Quality,Guilty,Very Comfortable,Irrelevant Recommendations,Low,12996,Maybe,No
35-44,Female,Tier 3,Business Owner,50k-1L,Daily,>1 Month,Electronics|Fashion|Home Decor,Brand,15-30,Rarely,Rare,Buy Immediately,Logical,Bored,Yes,Sometimes,Never,Wellness|Electronics|Home Decor,Snacks,Evening,Festivals|Stress,Snacks+Beverages|Books+Coffee,High Price,Delivery,Brand,Discount,Neutral,Somewhat Comfortable,Irrelevant Recommendations,High,7296,Yes,Yes
35-44,Female,Tier 2,Business Owner,20k-50k,Daily,This Month,Wellness|Home Decor|Fashion,Reviews,15-30,Rarely,Somewhat Planned,Check Reviews,Emotional,Bored,No,Rarely,Sometimes,Electronics,Wellness,Afternoon,Salary,Snacks+Beverages|Clothing+Accessories|Gadgets+Accessories,Low Trust,Brand,Price,Quality,Regretful,Somewhat Comfortable,Misuse,High,4269,No,No
25-34,Prefer not to say,Tier 3,Homemaker,20k-50k,Weekly,This Month,Wellness|Home Decor|Electronics,Price,<5,Sometimes,Somewhat Planned,Check Reviews,Mixed,Stressed,No,Very Often,Often,Electronics|Fashion,Home Decor,Late Night,Weekends|Sales,Gadgets+Accessories,Low Trust,Quality,Quality,Quality,Guilty,Not Comfortable,Misuse,Low,2443,Maybe,Maybe
25-34,Prefer not to say,Tier 2,Other,50k-1L,Rarely,>1 Month,Fashion|Electronics|Home Decor,Reviews,<5,Never,Habitual,Modify Cart,Logical,Bored,Yes,Never,Never,Snacks|Electronics,Electronics,Afternoon,Weekends|Sales|Salary,Books+Coffee,High Price,Brand,Brand,Discount,Regretful,Very Comfortable,Privacy,Medium,10475,Yes,No
18-24,Prefer not to say,Tier 1,Student,<20k,Rarely,This Week,Wellness|Electronics|Fashion,Reviews,<5,Often,Mostly Planned,Check Reviews,Logical,Bored,Yes,Sometimes,Often,Snacks,Electronics,Afternoon,Stress|Festivals,Clothing+Accessories,Low Trust,Personalization,Delivery,Quality,Satisfied,Not Comfortable,Misuse,Low,1994,Yes,Maybe
35-44,Prefer not to say,Tier 2,Working Professional,20k-50k,Monthly,Today,Snacks,Price,5-15,Never,Somewhat Planned,Modify Cart,Logical,Happy,Sometimes,Never,Sometimes,Fashion|Snacks,Fashion,Evening,Stress|Sales,Books+Coffee|Candles+Oils|Snacks+Beverages,Just Browsing,Personalization,Brand,Discount,Guilty,Very Comfortable,Irrelevant Recommendations,Low,7344,Maybe,Maybe
45+,Male,Tier 1,Working Professional,>1L,Monthly,This Week,Snacks|Wellness,Discounts,<5,Sometimes,Mostly Planned,Check Reviews,Emotional,Neutral,Sometimes,Rarely,Rarely,Snacks|Fashion|Electronics,Fashion,Late Night,Stress,Books+Coffee|Candles+Oils,Delivery Issues,Quality,Price,Emotional Satisfaction,Guilty,Very Comfortable,Misuse,Medium,4281,Maybe,No
18-24,Female,Tier 2,Other,<20k,Daily,>1 Month,Snacks,Price,30+,Often,Somewhat Planned,Modify Cart,Logical,Bored,Sometimes,Very Often,Sometimes,Home Decor|Electronics,Electronics,Morning,Weekends,Snacks+Beverages,Low Trust,Delivery,Brand,Emotional Satisfaction,Regretful,Not Comfortable,No Concerns,Low,854,Yes,No
